id,source_class,discipline,unit,chapter,topic,subtopic,question_type,difficulty,correct_option,figure_required,figures,generator_eligible,validation_status
NEET27-BIO-0151,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Biodiversity,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-0152,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0153,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0154,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0155,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0156,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Nervous organization,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0157,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Leaf modifications,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-0158,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Taxon with Identification,Applied statement comparison,Medium,A,False,,True,PASS
NEET27-BIO-0159,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Genetic terminology,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-0160,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0161,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Female reproductive system,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-0162,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0163,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Non-Mendelian patterns,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-0164,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-0165,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Nervous organization,Match the Pair,Medium,D,False,,True,PASS
NEET27-BIO-0166,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Decomposers and Ecosystem components,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0167,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0168,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Birth control and reproductive health,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-0169,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-0170,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Biocontrol with Curd formation,Applied statement comparison,Medium,C,False,,True,PASS
NEET27-BIO-0171,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Geometric growth,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-0172,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-0173,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Ex situ conservation,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-0174,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0175,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Mechanics of breathing,Integrated Association Analysis,Medium,A,False,,True,PASS
NEET27-BIO-0176,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Fertilization,Evidence Integration,Difficult,B,False,,True,PASS
NEET27-BIO-0177,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Protected areas,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0178,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0179,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Carrying capacity with Competition,Applied statement comparison,Medium,B,False,,True,PASS
NEET27-BIO-0180,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Photolysis,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0181,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Ex situ conservation and Protected areas,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-0182,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Post-fertilization development,Statement Completion,Easy,B,False,,True,PASS
NEET27-BIO-0183,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA structure,Case Analysis,Difficult,A,False,,True,PASS
NEET27-BIO-0184,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Leaf modifications and Inflorescence,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0185,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Medical applications,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-0186,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0187,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Medical applications,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-0188,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evidence of evolution,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-0189,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Human respiratory tract,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-0190,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Bioactive molecules,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0191,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Evidence Integration,Difficult,C,False,,True,PASS
NEET27-BIO-0192,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0193,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Population genetics,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-0194,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Nitrogenous waste products,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-0195,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Auxin and Gibberellins,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0196,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Gene regulation and genomics,Cross-Concept Elimination,Difficult,C,False,,True,PASS
NEET27-BIO-0197,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Fruits,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-0198,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Antibody structure,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0199,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Red tides and Euglenoids,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0200,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Relative toxicity of nitrogenous wastes,Comparison Based,Easy,A,False,,True,PASS
NEET27-BIO-0201,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Prothallus,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0202,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0203,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Frog excretion and Frog nervous system,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-0204,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Diatoms,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-0205,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Population change,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0206,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-0207,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Mechanics of breathing,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-0208,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Calvin-cycle phases and Calvin-cycle energy,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-0209,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Photosynthetic pigments and Photosystems,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0210,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0211,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Porifera and Cnidaria,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0212,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Extinction risk and Levels of biodiversity,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-0213,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0214,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Utility of stepwise oxidation,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-0215,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Mitochondria and Chloroplast,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-0216,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0217,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Path of blood through the kidney,Statement Based,Medium,B,False,,True,PASS
NEET27-BIO-0218,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Birth control and reproductive health,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-0219,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Phases and curves,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-0220,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0221,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-0222,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0223,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evidence of evolution,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-0224,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Ovary position,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0225,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0226,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Non-Mendelian patterns,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-0227,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-0228,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Chromatin and Plant and animal cells,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0229,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Bryophyte life cycle and Bryophyte habitat,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-0230,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-0231,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Cardiac cycle and ECG,Match the Pair,Medium,C,False,,True,PASS
NEET27-BIO-0232,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Sacred groves,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-0233,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Identification,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0234,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Agricultural applications,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-0235,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Reproduction and Metabolism,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-0236,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Evidence for genetic material,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-0237,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Forms of RNA in viruses,Conceptual Trap,Easy,A,False,,True,PASS
NEET27-BIO-0238,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Seed germination,Direct NCERT-based,Easy,D,False,,True,PASS
