id,standard,subject,branch,source_class,unit,chapter,topic,subtopic,question_type,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,explanation,difficulty,cognitive_level,marks_correct,marks_incorrect,marks_unattempted,source_document,source_chapter,source_page,syllabus_reference,figure_files,figure_required,tags,generator_eligible,validation_status
NEET27-PHY-0675,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Reynolds number,Direct MCQ,The Reynolds number of a flowing fluid is:,"measured in metre per second, like the critical velocity",a dimensionless quantity with no unit,"measured in kg m⁻³, like the density of the fluid","measured in N s m⁻², like the coefficient of viscosity",B,a dimensionless quantity with no unit,"Substituting dimensions, [M L⁻³][L T⁻¹][L] divided by [M L⁻¹ T⁻¹] gives [M⁰ L⁰ T⁰]. The Reynolds number is therefore a pure number, which is why the same critical values apply to pipes of every size.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Reynolds number,True,PASS
NEET27-PHY-0676,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stress–strain curve,ultimate strength,Graph/data interpretation MCQ,"On an engineering stress–strain curve, the maximum stress sustained before the stress begins to fall is the:",volume strain,ultimate tensile strength,proportional limit,zero-stress point,B,ultimate tensile strength,The peak engineering stress is called the ultimate tensile strength.,Medium,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stress–strain curve|ultimate strength,True,PASS
NEET27-PHY-0677,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stress–strain curve,yield point,Graph/data interpretation MCQ,"Beyond the yield region of a ductile material, removal of the load generally leaves:",zero stress and zero extension instantly,a permanent strain,an infinite Young's modulus,zero strain in every case,B,a permanent strain,"Beyond elastic behaviour, part of the deformation is plastic and remains after unloading.",Medium,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stress–strain curve|yield point,True,PASS
NEET27-PHY-0678,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stress–strain curve,brittle and ductile materials,Conceptual/application MCQ,"Compared with a ductile material, a brittle material typically fractures after:",much smaller plastic deformation,much larger plastic deformation,an infinite strain,zero elastic deformation,A,much smaller plastic deformation,Brittle materials show little plastic deformation before fracture.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stress–strain curve|brittle and ductile materials,True,PASS
NEET27-PHY-0679,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Coalescence of drops,Multi-step numerical MCQ,"Eight identical spherical drops of a liquid, each of radius 1 mm, coalesce isothermally into a single large drop. The surface tension of the liquid is 0.05 N m⁻¹. The energy released is:",0.8 π x 10⁻⁶ J,1.6 π x 10⁻⁶ J,0.4 π x 10⁻⁶ J,3.2 π x 10⁻⁶ J,A,0.8 π x 10⁻⁶ J,"Volume conservation gives R = 8¹⁄³ x r = 2 × 1 mm = 2 mm. Initial total area = 8 × 4 π r² = 32 π x 10⁻⁶ m². Final area = 4 π R² = 4 π x 4 × 10⁻⁶ = 16 π x 10⁻⁶ m². The area decreases by 16 π x 10⁻⁶ m², so the energy released is T x 16 π x 10⁻⁶ = 0.05 × 16 π x 10⁻⁶ = 0.8 π x 10⁻⁶ J.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Coalescence of drops,True,PASS
NEET27-PHY-0680,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Force due to surface tension,One-step numerical MCQ,A soap film is formed on a frame carrying a movable wire of length 20 cm. The surface tension of the solution is 0.04 N m⁻¹. The force that must be applied to the wire to keep the film from contracting is:,0.008 N,0.032 N,0.016 N,0.8 N,C,0.016 N,"F = 2 T l = 2 × 0.04 × 0.20 = 0.016 N. The factor of two arises because the film has an upper and a lower surface, each pulling on the wire with force T l.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Force due to surface tension,True,PASS
NEET27-PHY-0681,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Definition and units,Direct MCQ,The SI unit of surface tension is:,N m⁻¹,N m⁻²,N m⁻³,N m,A,N m⁻¹,"Surface tension is defined as the force acting per unit length of an imaginary line drawn on the liquid surface, so its unit is newton per metre. The same quantity read as surface energy per unit area gives J m⁻², which is identical to N m⁻¹.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Definition and units,True,PASS
NEET27-PHY-0682,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Splitting of a drop,Multi-step numerical MCQ,A single spherical drop of radius R is broken into 64 identical smaller drops. The radius of each smaller drop is:,R / 8,R / 4,R / 16,R / 64,B,R / 4,"The total volume is unchanged, so 64 × (4/3) π r³ = (4/3) π R³, giving r³ = R³ divided by 64 and hence r = R divided by 4. The total surface area rises by the factor 64¹⁄³ = 4, which is why energy must be supplied.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Splitting of a drop,True,PASS
NEET27-PHY-0683,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Excess pressure,Conceptual/application MCQ,Two soap bubbles of unequal radii are blown at the two ends of a tube and the connecting tap between them is opened. Then:,the smaller bubble shrinks and the larger bubble grows,the larger bubble shrinks and the smaller bubble grows,both bubbles stay exactly as they were because the surface tension is the same,both bubbles adjust until they reach the same radius,A,the smaller bubble shrinks and the larger bubble grows,"The excess pressure inside a bubble is 4 T / R, which is greater for the bubble of smaller radius. When the tap is opened air flows from the region of higher pressure to that of lower pressure, that is from the smaller bubble into the larger one. The smaller bubble therefore collapses further while the larger one expands.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Excess pressure,True,PASS
NEET27-PHY-0684,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Coalescence of bubbles,Multi-step numerical MCQ,Two soap bubbles of radii 3 cm and 4 cm coalesce isothermally under vacuum to form a single bubble. The radius of the resulting bubble is:,1 cm,3.5 cm,5 cm,7 cm,C,5 cm,"For a soap bubble the pressure inside is 4 T / R above the outside pressure, which is zero here. Applying Boyle's law to the enclosed air, (4 T / R1)(4/3 π R1³) + (4 T / R2)(4/3 π R2³) = (4 T / R)(4/3 π R³), which simplifies to R1² + R2² = R². Hence R = square root of (9 + 16) = 5 cm.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Coalescence of bubbles,True,PASS
NEET27-PHY-0685,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Excess pressure,Conceptual/application MCQ,A liquid drop and a soap bubble of the same liquid have the same radius. The ratio of the excess pressure inside the drop to that inside the bubble is:,1 : 2,1 : 4,1 : 1,2 : 1,A,1 : 2,"The drop has one liquid to air surface and gives 2 T / R. The soap bubble has an inner and an outer surface and gives 4 T / R. The ratio is therefore 2 T / R to 4 T / R, that is 1 : 2.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Excess pressure,True,PASS
NEET27-PHY-0686,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Splitting of a drop,Multi-step numerical MCQ,A mercury drop is broken into 27 identical smaller drops at constant temperature. The ratio of the total surface energy of the parent drop to that of all the smaller drops taken together is:,1 : 27,1 : 9,3 : 1,1 : 3,D,1 : 3,"Each small drop has radius r = R divided by 27¹⁄³ = R divided by 3. The total area of the small drops is 27 × 4 π (R/3)² = 27 × 4 π R² divided by 9 = 3 × 4 π R². Since surface energy is T times area, the ratio of the parent energy to the total final energy is 4 π R² T to 12 π R² T, that is 1 : 3. The extra energy comes from the work done in splitting.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Splitting of a drop,True,PASS
NEET27-PHY-0687,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Surface Tension,Splitting of a drop,Multi-step numerical MCQ,A drop of a liquid of surface tension 0.05 N m⁻¹ and radius 1 mm is sprayed into 1000 identical droplets. The work done in the process is:,199.8 π x 10⁻⁶ J,2.0 π x 10⁻⁶ J,0.2 π x 10⁻⁶ J,1.8 π x 10⁻⁶ J,D,1.8 π x 10⁻⁶ J,"Here n¹⁄³ = 1000¹⁄³ = 10, so the factor n¹⁄³ minus 1 equals 9. With R = 1 × 10⁻³ m, R² = 1 × 10⁻⁶ m². Hence W = 4 π x 0.05 × 1 × 10⁻⁶ x 9 = 1.8 π x 10⁻⁶ J, which is about 5.7 × 10⁻⁶ J. Each droplet has radius 1 mm divided by 10, that is 0.1 mm.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Surface Tension|Splitting of a drop,True,PASS
